"age","job","marital","education","balance","duration","campaign","subscribed"
39,"admin.","married","secondary",-650,123,2,"no"
47,"blue-collar","married","primary",292,210,3,"no"
42,"housemaid","single","primary",5774,54,2,"no"
42,"management","married","secondary",2416,138,4,"no"
58,"retired","married","secondary",35,336,7,"no"
68,"retired","married","secondary",19317,249,1,"yes"
43,"technician","married","secondary",50,63,1,"no"
44,"blue-collar","married","secondary",-674,257,1,"no"
49,"technician","married","tertiary",3726,875,2,"yes"
57,"retired","married","tertiary",1180,191,2,"no"
61,"self-employed","divorced","tertiary",6610,481,2,"yes"
36,"admin.","single","secondary",319,120,2,"no"
31,"blue-collar","married","secondary",1545,207,1,"no"
51,"technician","married","tertiary",1315,303,2,"no"
31,"technician","single","tertiary",424,93,2,"no"
56,"blue-collar","married","primary",151,128,1,"no"
30,"technician","single","tertiary",-970,194,2,"no"
38,"services","married","secondary",-762,408,2,"no"
35,"services","married","secondary",181,5,3,"no"
31,"blue-collar","married",NA,-120,231,2,"no"
39,"admin.","divorced","secondary",1022,20,3,"no"
50,"management","married","tertiary",78,218,3,"no"
39,"technician","married","tertiary",209,36,2,"no"
26,"admin.","married","secondary",2469,136,8,"no"
55,"technician","married","secondary",0,336,1,"no"
43,"blue-collar","divorced","primary",328,192,1,"no"
34,"housemaid","married","tertiary",0,141,1,"no"
51,"self-employed","married","primary",307,65,2,"no"
31,"management","married","tertiary",1384,203,2,"no"
32,"management","married","tertiary",0,104,9,"no"
53,"technician","married","secondary",719,230,1,"no"
44,"management","divorced","tertiary",0,71,1,"no"
38,"entrepreneur","married","tertiary",6704,205,2,"no"
47,"self-employed","married","tertiary",4543,162,1,"no"
36,"management","married","tertiary",0,145,2,"no"
30,"management","single","tertiary",149,220,2,"no"
46,"blue-collar","married","secondary",-1400,309,3,"no"
33,"entrepreneur","married","secondary",-118,421,3,"no"
43,"blue-collar","married","secondary",2160,261,1,"yes"
38,"management","married","tertiary",3452,132,2,"no"
27,"technician","single","secondary",842,273,1,"no"
38,"management","married",NA,3576,349,2,"yes"
41,"unemployed","married","tertiary",1666,291,3,"no"
29,"technician","married","secondary",0,83,6,"no"
39,"services","married","secondary",0,793,2,"no"
42,"blue-collar","single","primary",1628,119,1,"no"
47,"services","married","secondary",51,312,1,"no"
30,"blue-collar","single","secondary",447,103,6,"no"
34,"admin.","married","secondary",396,101,3,"no"
45,"housemaid","married","primary",4994,48,1,"no"
43,"admin.","married","secondary",3215,228,3,"no"
59,"blue-collar","married","primary",2814,81,3,"no"
50,"technician","married","secondary",0,152,2,"no"
39,"blue-collar","married","secondary",293,160,3,"no"
36,"technician","married","secondary",474,59,1,"no"
44,"blue-collar","married","secondary",16178,297,1,"no"
36,"technician","married","tertiary",0,147,2,"no"
27,"management","single","tertiary",88,143,1,"no"
29,"services","married","secondary",308,75,1,"no"
70,"retired","married","secondary",1164,338,3,"no"
44,"management","married","tertiary",13893,29,2,"no"
55,"management","married","tertiary",0,159,2,"no"
36,"technician","divorced","secondary",-435,85,8,"no"
28,"technician","single","secondary",389,15,7,"no"
50,"management","divorced","tertiary",356,198,2,"no"
49,"technician","married","secondary",2718,114,2,"no"
71,"retired","divorced","tertiary",261,1117,2,"no"
31,"admin.","single","secondary",757,343,2,"no"
45,"management","single","tertiary",16,59,2,"no"
42,"blue-collar","married","secondary",-422,31,1,"no"
45,"admin.","married","secondary",248,212,2,"no"
47,"technician","married","primary",145,157,6,"no"
60,"retired","divorced","secondary",598,96,1,"no"
35,"management","married","tertiary",949,245,2,"no"
31,"technician","single","tertiary",614,72,4,"no"
33,"blue-collar","married","primary",1209,700,1,"no"
50,"self-employed","married","tertiary",202,107,1,"no"
51,"blue-collar","married","secondary",1840,312,3,"no"
34,"technician","married","secondary",114,153,1,"no"
56,"services","married","secondary",-229,55,10,"no"
29,"services","married","secondary",182,38,3,"no"
31,"blue-collar","married","secondary",401,96,3,"no"
44,"technician","divorced",NA,759,397,1,"no"
55,"retired","married","secondary",4194,208,3,"no"
35,"student","single",NA,0,122,3,"no"
36,"technician","married","tertiary",629,109,1,"no"
54,"retired","married","secondary",153,74,1,"no"
32,"management","married","tertiary",553,72,1,"no"
36,"management","divorced","tertiary",1057,383,2,"no"
60,"retired","married","secondary",78,113,3,"no"
32,"technician","single","secondary",-28,400,1,"no"
57,"management","married","tertiary",929,387,8,"no"
34,"blue-collar","married","primary",428,59,2,"no"
27,"student","single","secondary",268,528,1,"no"
52,"management","single","tertiary",83,1223,6,"yes"
45,"admin.","divorced",NA,998,38,2,"no"
58,"admin.","single","secondary",2223,1139,2,"no"
39,"blue-collar","single","primary",6,286,2,"no"
48,"blue-collar","single","secondary",312,369,2,"no"
36,"management","single","secondary",0,333,5,"no"
31,"technician","single","secondary",691,198,1,"no"
41,"management","married","tertiary",771,106,8,"no"
30,"self-employed","single","secondary",192,423,1,"no"
57,"retired","married","tertiary",0,116,4,"no"
29,"admin.","single","secondary",1070,30,1,"yes"
29,"services","divorced","secondary",84,1101,2,"yes"
30,"management","single","tertiary",2,102,1,"no"
44,"management","married","tertiary",1242,384,6,"no"
33,"student","single",NA,5969,156,2,"no"
56,"admin.","divorced","secondary",3337,99,3,"no"
26,"services","single","secondary",1347,280,6,"yes"
52,"technician","married","secondary",64,20,2,"no"
32,"management","single","secondary",249,258,1,"no"
36,"technician","single","secondary",0,85,6,"no"
26,"blue-collar","married","secondary",128,355,1,"no"
37,"blue-collar","married","secondary",196,66,3,"no"
34,"technician","married","secondary",351,467,1,"no"
26,"services","single","secondary",5533,582,2,"no"
32,"services","married","secondary",38,744,1,"yes"
30,"management","single","tertiary",35,185,4,"no"
27,"technician","single","secondary",235,13,5,"no"
42,"admin.","single","secondary",30,98,1,"no"
33,"blue-collar","single","primary",92,127,1,"no"
37,"blue-collar","married","secondary",67,45,2,"no"
45,"blue-collar","married","secondary",4022,244,3,"no"
36,"entrepreneur","married","tertiary",3057,2769,4,"yes"
39,"management","single","tertiary",0,561,4,"no"
33,"management","single","tertiary",349,182,1,"no"
47,"services","married","secondary",2322,618,1,"no"
49,"entrepreneur","married","secondary",167,198,3,"no"
46,"management","divorced","secondary",558,126,6,"no"
31,"services","married","secondary",-230,715,1,"no"
43,"unemployed","divorced","secondary",4094,63,1,"no"
30,"blue-collar","single","secondary",239,412,1,"yes"
43,"management","divorced","tertiary",497,66,1,"no"
42,"blue-collar","married","secondary",179,96,1,"no"
30,"admin.","single","tertiary",305,633,1,"yes"
33,"management","single","tertiary",-67,364,1,"no"
41,"admin.","married","secondary",4539,298,3,"no"
29,"blue-collar","single","secondary",770,341,1,"no"
38,"unemployed","married","secondary",-673,364,1,"no"
29,"technician","married","tertiary",858,234,7,"no"
80,"housemaid","married","primary",0,639,1,"yes"
38,"management","single","tertiary",5244,310,4,"no"
36,"blue-collar","divorced","primary",117,123,4,"no"
38,"self-employed","married","tertiary",846,253,1,"no"
44,"management","married","secondary",0,96,2,"no"
31,"management","married","tertiary",1331,297,1,"yes"
31,"services","single","secondary",31,501,2,"no"
57,"admin.","divorced","primary",179,67,1,"no"
37,"blue-collar","married","primary",543,281,1,"no"
50,"blue-collar","married","secondary",253,475,2,"no"
60,"retired","married","primary",71188,205,1,"no"
51,"management","married","tertiary",5108,272,1,"no"
48,"blue-collar","married","secondary",1738,349,1,"no"
42,"blue-collar","married","primary",-97,216,4,"no"
36,"blue-collar","married","secondary",199,183,1,"no"
43,"management","married","tertiary",489,130,1,"no"
31,"admin.","married","primary",355,61,6,"no"
49,"technician","single","secondary",-97,92,2,"no"
35,"management","divorced","tertiary",473,37,2,"no"
44,"entrepreneur","married","secondary",6649,354,2,"no"
34,"self-employed","married","tertiary",263,203,1,"no"
46,"blue-collar","married","secondary",781,152,1,"no"
49,"blue-collar","married","primary",1032,41,5,"no"
32,"blue-collar","married","secondary",119,20,5,"no"
35,"management","divorced","tertiary",434,277,1,"no"
51,"admin.","married","secondary",2967,83,2,"no"
57,"retired","divorced","secondary",-331,531,1,"no"
59,"management","married","tertiary",1585,91,5,"no"
40,"services","divorced",NA,4384,315,1,"no"
49,"management","single","tertiary",588,70,9,"no"
51,"management","married","secondary",3180,384,1,"no"
35,"admin.","married","secondary",0,105,3,"no"
29,"self-employed","married","secondary",-76,305,2,"no"
32,"services","single","secondary",152,158,2,"yes"
37,"housemaid","divorced","secondary",1040,199,1,"no"
49,"unemployed","married","primary",-384,25,1,"no"
45,"technician","married",NA,473,147,1,"no"
34,"technician","single","secondary",475,538,8,"no"
53,"technician","married","secondary",0,77,9,"no"
42,"entrepreneur","married","primary",149,94,2,"no"
43,"technician","married","secondary",3285,1721,2,"yes"
52,"retired","married","secondary",424,143,1,"no"
34,"blue-collar","single","secondary",79,104,1,"no"
34,"technician","divorced","tertiary",674,587,2,"yes"
27,"services","married","secondary",0,1608,13,"yes"
43,"unemployed","married","tertiary",58,48,4,"no"
41,"technician","married","tertiary",532,74,1,"no"
72,"retired","married","secondary",4130,427,1,"no"
35,"blue-collar","married","primary",422,73,1,"no"
41,"management","married","tertiary",437,14,21,"no"
36,"blue-collar","divorced","primary",-308,725,1,"yes"
51,"housemaid","married","primary",30,333,2,"no"
37,"self-employed","married","tertiary",137,244,6,"no"
42,"admin.","single","secondary",-247,519,1,"yes"
26,"admin.","single","secondary",321,242,7,"no"
23,"services","single","secondary",250,222,1,"no"
50,"management","married","tertiary",-470,130,2,"no"
37,"blue-collar","married","secondary",140,490,1,"no"
35,"management","married","tertiary",2793,258,2,"no"
37,"management","married","tertiary",410,337,2,"no"
79,"retired","divorced",NA,2628,220,7,"no"
39,"technician","married","secondary",116,79,2,"no"
47,"services","married","secondary",0,250,1,"no"
44,"blue-collar","married","secondary",878,130,1,"no"
36,"management","single","tertiary",2944,882,8,"yes"
33,"blue-collar","single","secondary",3975,515,1,"no"
42,"services","married","secondary",96,238,3,"no"
35,"technician","single","tertiary",2288,32,2,"no"
31,"blue-collar","married","secondary",472,907,2,"no"
58,"services","married","primary",65,162,1,"no"
46,"management","married","tertiary",0,70,2,"no"
41,"admin.","single","secondary",400,99,6,"no"
58,"technician","married","secondary",7495,325,1,"no"
33,"blue-collar","married","secondary",137,305,12,"no"
31,"unemployed","married","secondary",24,631,1,"no"
55,"technician","divorced","secondary",3450,169,1,"yes"
38,"technician","single","secondary",311,61,2,"no"
55,"housemaid","married","secondary",139,256,2,"no"
47,"management","single","tertiary",0,58,3,"no"
51,"housemaid","married","primary",492,142,3,"no"
46,"management","single","tertiary",334,36,6,"no"
61,"management","married","tertiary",997,106,1,"yes"
47,"management","single","tertiary",440,71,4,"no"
34,"technician","married","secondary",47,132,6,"no"
34,"blue-collar","married","secondary",1298,120,1,"no"
41,"management","divorced","tertiary",3355,181,2,"no"
36,"blue-collar","divorced","secondary",-11,152,2,"no"
26,"blue-collar","single","secondary",396,302,1,"no"
35,"management","married","tertiary",8,93,3,"yes"
36,"blue-collar","married","secondary",1409,235,2,"no"
26,"management","single","tertiary",170,129,1,"yes"
58,"management","married","primary",2769,94,2,"no"
50,"blue-collar","married","secondary",2320,310,1,"no"
61,"retired","married","secondary",76,195,7,"no"
28,"technician","single","secondary",2034,196,1,"no"
49,"blue-collar","single","primary",3018,93,1,"no"
74,"retired","married","secondary",921,394,2,"yes"
53,"blue-collar","married","secondary",483,288,3,"no"
46,"self-employed","married","secondary",390,208,2,"no"
47,"management","married","tertiary",0,508,1,"yes"
42,"blue-collar","single","primary",92,86,2,"no"
56,"services","married","secondary",22196,189,1,"no"
42,"technician","married","secondary",2,249,2,"no"
49,"housemaid","married","primary",249,450,1,"no"
43,"unemployed","single",NA,3274,680,1,"no"
39,"services","married","secondary",5731,175,2,"no"
66,"retired","married","primary",206,479,1,"yes"
30,"technician","single","tertiary",2325,270,3,"no"
38,"management","single","tertiary",0,164,1,"no"
31,"blue-collar","married","secondary",1664,158,1,"no"
32,"technician","married","secondary",3333,50,4,"no"
48,"technician","married","secondary",7020,80,2,"no"
34,"admin.","married","tertiary",37,45,1,"no"
28,"student","single","secondary",28,220,2,"no"
40,"admin.","single","secondary",1670,161,2,"no"
36,"entrepreneur","married","secondary",134,98,1,"no"
52,"retired","married","secondary",603,79,1,"no"
46,"admin.","married","primary",276,157,2,"no"
25,"technician","single","secondary",2157,339,1,"no"
52,"blue-collar","married","secondary",161,274,2,"no"
40,"blue-collar","married","primary",3658,977,1,"no"
26,"management","divorced","tertiary",-402,127,2,"no"
26,"blue-collar","single","primary",3342,329,4,"no"
35,"self-employed","single","secondary",1732,1441,3,"no"
40,"admin.","single","secondary",263,231,1,"no"
31,"management","married","tertiary",623,96,2,"no"
32,"admin.","married","secondary",3540,213,1,"no"
33,"admin.","married","secondary",95,335,1,"yes"
53,"services","divorced","secondary",765,959,3,"yes"
46,"technician","divorced","secondary",-824,429,3,"yes"
28,"management","single","tertiary",5549,383,6,"no"
31,"blue-collar","married","secondary",191,40,1,"no"
44,"blue-collar","married","primary",420,110,2,"no"
35,"admin.","married","secondary",0,326,1,"no"
50,"technician","divorced",NA,2706,179,3,"no"
32,"technician","married","secondary",4,132,8,"no"
51,"admin.","married","secondary",423,95,1,"no"
51,"management","married","tertiary",-892,248,2,"no"
31,"blue-collar","married",NA,-120,100,3,"no"
41,"admin.","divorced","secondary",-365,226,10,"no"
57,"technician","married","tertiary",27069,174,3,"no"
34,"management","single","tertiary",8038,29,3,"no"
47,"technician","married","secondary",-938,176,2,"no"
47,"admin.","divorced","secondary",1139,106,2,"no"
36,"self-employed","married","secondary",189,136,1,"no"
29,"housemaid","single","tertiary",19,110,2,"yes"
39,"technician","married","secondary",3663,230,3,"no"
53,"blue-collar","single",NA,0,140,7,"no"
47,"blue-collar","married","secondary",-614,118,2,"no"
51,"technician","divorced","secondary",2323,151,10,"no"
48,"blue-collar","married","secondary",425,693,2,"no"
32,"technician","married","secondary",5122,31,1,"no"
36,"management","divorced","tertiary",608,125,2,"no"
50,"unknown","married","primary",341,670,4,"yes"
39,"admin.","married","secondary",607,454,2,"yes"
31,"blue-collar","married","secondary",1495,159,3,"no"
49,"admin.","married","secondary",381,504,2,"no"
33,"unemployed","divorced","secondary",385,29,28,"no"
26,"management","single","tertiary",1274,190,1,"no"
27,"blue-collar","married","secondary",362,332,2,"no"
51,"blue-collar","married","primary",377,143,4,"no"
26,"admin.","single","secondary",802,77,1,"no"
45,"admin.","married","secondary",194,517,4,"no"
54,"technician","married","secondary",-315,2029,1,"yes"
49,"technician","married","tertiary",1843,269,1,"no"
47,"technician","married","secondary",-9,457,2,"no"
42,"housemaid","married","primary",83,184,1,"no"
50,"entrepreneur","married","tertiary",433,47,4,"no"
37,"admin.","married","secondary",-107,158,2,"no"
54,"blue-collar","married","primary",4503,168,3,"no"
40,"services","married","secondary",51,50,1,"no"
50,"services","married","secondary",961,757,4,"no"
57,"retired","married","secondary",49,93,4,"no"
33,"technician","married","secondary",3470,285,2,"no"
49,"technician","married","secondary",-147,390,1,"no"
35,"services","married","secondary",0,146,2,"no"
28,"blue-collar","single","secondary",0,386,1,"no"
58,"management","married","tertiary",172,145,7,"no"
31,"admin.","single","secondary",-407,NA,1,"no"
36,"management","divorced","tertiary",649,237,2,"no"
49,"blue-collar","single","primary",1040,474,2,"no"
30,"unemployed","married","secondary",142,350,4,"no"
29,"services","single","secondary",209,487,7,"no"
50,"management","married",NA,3304,1009,2,"no"
26,"student","single","tertiary",294,87,1,"yes"
27,"housemaid","married","secondary",4848,82,3,"no"
32,"blue-collar","single","secondary",1670,183,1,"no"
62,"unknown","married","secondary",367,139,5,"no"
34,"blue-collar","single","secondary",13683,115,3,"no"
25,"admin.","single","tertiary",1420,124,2,"no"
34,"management","single","tertiary",340,633,28,"no"
44,"technician","single","secondary",1679,718,1,"yes"
38,"management","married","tertiary",1198,63,1,"no"
57,"admin.","married","secondary",169,180,1,"no"
36,"self-employed","married","tertiary",506,47,1,"no"
41,"entrepreneur","married","secondary",1249,391,1,"no"
36,"management","single","tertiary",678,85,3,"no"
27,"management","single","tertiary",212,373,1,"no"
37,"technician","divorced","secondary",23,289,2,"no"
47,"management","single","tertiary",4402,805,1,"yes"
31,"services","divorced","primary",459,623,1,"yes"
39,"self-employed","married","secondary",4722,483,1,"no"
35,"admin.","divorced","tertiary",1555,26,2,"no"
40,"blue-collar","married","secondary",61,112,3,"no"
38,"management","single","tertiary",0,213,2,"no"
31,"technician","married","secondary",3706,129,1,"no"
36,"blue-collar","married","primary",1177,330,1,"yes"
53,"management","married","primary",2096,104,1,"no"
59,"blue-collar","married","primary",748,184,1,"no"
29,"management","single","tertiary",3357,120,3,"no"
30,"admin.","single","secondary",3809,159,4,"no"
52,"admin.","married","secondary",395,391,3,"no"
55,"blue-collar","married","secondary",1011,112,2,"no"
56,"blue-collar","married","primary",420,76,1,"no"
32,"admin.","married","secondary",76,189,2,"no"
24,"blue-collar","married","secondary",0,94,1,"no"
51,"blue-collar","married","primary",844,184,3,"no"
36,"management","married","tertiary",1318,100,2,"no"
36,"technician","married","tertiary",167,57,1,"no"
42,"management","married","tertiary",2187,525,3,"yes"
49,"admin.","married","secondary",14440,60,1,"no"
48,"management","married","secondary",2294,251,11,"no"
36,"management","married","secondary",80,251,3,"no"
48,"management","married","primary",2537,219,6,"no"
30,"technician","married","tertiary",569,976,12,"yes"
27,"management","single","tertiary",0,46,1,"no"
38,"entrepreneur","married","tertiary",0,185,3,"no"
36,"technician","single","secondary",12,587,2,"yes"
45,"technician","married","secondary",49,65,2,"no"
44,"housemaid","married","tertiary",460,491,1,"no"
42,"technician","married","secondary",613,432,2,"no"
37,"entrepreneur","married","tertiary",7944,102,1,"no"
48,"blue-collar","married","secondary",1143,264,1,"no"
57,"retired","married","primary",-464,75,1,"no"
44,"services","married","secondary",1989,106,2,"no"
48,"technician","married","secondary",17,81,1,"no"
56,"retired","married","primary",-1,89,23,"no"
37,"management","married","tertiary",1698,95,2,"no"
47,"blue-collar","married","secondary",5306,322,1,"no"
54,"housemaid","married",NA,0,94,5,"no"
51,"retired","divorced","secondary",1679,417,1,"yes"
47,"admin.","married","secondary",3676,567,1,"yes"
25,"management","married","tertiary",-242,600,4,"yes"
39,"services","single","secondary",471,5,1,"no"
40,"management","married","tertiary",8902,464,5,"no"
38,"management","single","tertiary",1704,222,1,"no"
34,"management","married","tertiary",3050,469,1,"yes"
53,"housemaid","married","primary",2581,99,1,"no"
32,"services","married","secondary",162,297,2,"no"
35,"blue-collar","married","secondary",243,41,3,"no"
24,"student","single","secondary",1847,390,1,"no"
58,"blue-collar","married","primary",0,535,2,"no"
49,"management","married","primary",3371,269,2,"yes"
45,"services","single","secondary",1757,1010,3,"no"
55,"management","married","tertiary",171,73,6,"no"
42,"entrepreneur","married","tertiary",157,650,1,"no"
28,"admin.","married","secondary",934,53,2,"no"
48,"blue-collar","married","secondary",-19,270,1,"no"
51,"management","single","tertiary",-55,119,6,"no"
38,"housemaid","married","primary",21,634,2,"no"
27,"blue-collar","single","secondary",14,72,2,"no"
50,"technician","single","secondary",246,270,1,"no"
44,"blue-collar","married","primary",887,165,2,"no"
40,"management","married","tertiary",51,164,2,"no"
29,"services","single","secondary",-287,196,1,"no"
34,"services","married","secondary",0,78,4,"no"
44,"self-employed","single","tertiary",2734,897,4,"yes"
50,"entrepreneur","married","tertiary",52,22,8,"no"
34,"management","married","tertiary",2594,161,3,"no"
54,"retired","divorced","primary",22,23,4,"no"
34,"technician","married","tertiary",1611,490,2,"no"
34,"admin.","single","tertiary",18,359,1,"yes"
52,"blue-collar","married","primary",1331,213,2,"no"
60,"unknown","married",NA,7337,122,1,"no"
39,"management","single","secondary",835,587,4,"no"
58,"retired","married","primary",5092,199,6,"no"
41,"technician","divorced","secondary",52,261,2,"no"
48,"technician","married","secondary",10655,5,3,"no"
58,"management","married","tertiary",1831,1531,1,"no"
40,"self-employed","married","primary",92,92,1,"no"
48,"management","married","tertiary",586,179,2,"no"
52,"blue-collar","divorced","primary",1758,41,1,"no"
50,"self-employed","married","secondary",2061,197,2,"no"
25,"technician","single","secondary",959,144,5,"no"
54,"retired","married","primary",208,255,1,"no"
34,"services","married","secondary",-315,56,2,"no"
48,"management","married","tertiary",-13,20,6,"no"
37,"admin.","married","tertiary",801,331,7,"no"
66,"retired","married","tertiary",1948,216,1,"yes"
32,"management","single","tertiary",751,64,1,"no"
45,"blue-collar","married","secondary",784,34,1,"no"
43,"blue-collar","single","secondary",24,68,1,"no"
41,"management","married","tertiary",72,764,3,"no"
40,"technician","divorced","tertiary",1871,64,1,"no"
44,"services","single","secondary",1378,257,2,"no"
43,"blue-collar","married","primary",188,58,3,"no"
30,"unknown","single","tertiary",6836,30,3,"no"
32,"services","married","secondary",61,529,5,"no"
57,"admin.","married","secondary",-967,8,7,"no"
31,"blue-collar","single","tertiary",462,147,1,"no"
49,"unknown","married","secondary",0,173,2,"no"
31,"admin.","single","secondary",5527,132,1,"no"
41,"admin.","married","tertiary",1287,286,1,"no"
44,"management","married","tertiary",17361,476,1,"no"
54,"entrepreneur","married",NA,1956,221,5,"no"
37,"blue-collar","divorced","secondary",0,146,4,"yes"
34,"management","married","secondary",-294,532,2,"no"
43,"technician","married","secondary",275,69,6,"no"
44,"management","married","tertiary",724,157,2,"no"
44,"services","married","secondary",27,485,1,"no"
53,"admin.","divorced","secondary",26,56,1,"no"
36,"technician","married","secondary",191,69,1,"no"
58,"technician","divorced","secondary",-123,131,2,"no"
26,"student","single","secondary",-147,95,2,"no"
34,"technician","single","secondary",179,294,3,"no"
55,"blue-collar","married","primary",1086,146,1,"no"
55,"blue-collar","married","secondary",471,58,2,"no"
34,"entrepreneur","married","tertiary",105,249,2,"no"
41,"entrepreneur","divorced","secondary",1588,10,8,"no"
38,"housemaid","divorced","secondary",70,255,3,"yes"
28,"blue-collar","single","secondary",2700,337,4,"no"
41,"technician","married","secondary",1602,142,1,"no"
30,"admin.","married","tertiary",0,209,2,"no"
39,"technician","married",NA,839,825,2,"no"
41,"admin.","married","secondary",21515,87,1,"no"
36,"technician","married","secondary",5902,219,4,"no"
37,"management","married","tertiary",547,143,1,"no"
59,"self-employed","married","tertiary",3800,70,1,"no"
26,"technician","single","secondary",261,371,2,"no"
43,"technician","married","secondary",0,539,8,"no"
42,"management","married","secondary",-34,176,1,"no"
46,"blue-collar","married",NA,9328,725,3,"yes"
31,"admin.","married","secondary",5,101,7,"no"
43,"unemployed","married","secondary",3529,169,2,"no"
48,"blue-collar","single","tertiary",2330,15,1,"no"
41,"blue-collar","married","secondary",1334,234,5,"no"
32,"self-employed","married","tertiary",3601,171,15,"no"
45,"technician","married","tertiary",265,14,3,"no"
52,"admin.","single",NA,2227,242,2,"yes"
37,"self-employed","married","secondary",487,155,15,"no"
38,"blue-collar","divorced","secondary",0,580,1,"no"
36,"services","single","secondary",174,223,2,"no"
58,"retired","married","secondary",14412,297,1,"no"
37,"management","married","tertiary",3288,124,2,"no"
30,"technician","single","secondary",57,465,2,"no"
47,"technician","married","secondary",2246,330,1,"no"
40,"technician","married","secondary",4441,153,2,"no"
42,"management","divorced","tertiary",0,131,2,"no"
71,"unknown","married","tertiary",353,208,1,"no"
54,"blue-collar","married","secondary",448,98,1,"no"
53,"entrepreneur","married","primary",27,230,3,"yes"
33,"blue-collar","divorced","secondary",474,400,2,"no"
30,"technician","single","tertiary",1185,284,1,"no"
39,"services","divorced","secondary",282,243,1,"no"
32,"blue-collar","married","secondary",2,16,9,"no"
34,"technician","single","secondary",60,274,2,"no"
39,"self-employed","single","tertiary",3972,122,3,"no"
75,"retired","married","secondary",26452,219,2,"no"
33,"admin.","divorced","secondary",818,301,3,"no"
40,"services","married","secondary",9374,7,8,"no"
37,"technician","married",NA,47,374,3,"no"
69,"retired","married","primary",279,26,1,"no"
52,"unemployed","married","primary",20,172,1,"no"
31,"admin.","divorced","secondary",360,332,1,"no"
28,"technician","single","secondary",1532,253,1,"no"
29,"management","single","tertiary",1673,200,2,"no"
46,"services","married","secondary",2420,405,2,"no"
28,"blue-collar","married","secondary",100,132,2,"no"
41,"admin.","married","secondary",0,89,1,"no"
42,"technician","divorced","secondary",1533,86,1,"no"
34,"admin.","single","secondary",296,147,4,"no"
28,"blue-collar","married","secondary",2788,369,2,"yes"
43,"management","single","secondary",109,64,3,"no"
32,"technician","married","secondary",485,98,14,"no"
33,"technician","single","tertiary",125,66,2,"no"
70,"retired","married","secondary",616,149,2,"no"
36,"services","married","secondary",3064,240,3,"no"
53,"technician","married","secondary",206,87,6,"no"
30,"blue-collar","single","secondary",6900,816,1,"no"
45,"services","divorced","secondary",-179,155,2,"no"
31,"services","single","secondary",481,106,2,"no"
28,"admin.","married","secondary",12,73,3,"no"
45,"blue-collar","married","primary",0,574,5,"no"
51,"management","married","tertiary",176,8,1,"no"
53,"management","married","primary",4086,14,3,"no"
40,"technician","married","secondary",257,731,4,"no"
53,"blue-collar","married","primary",53,208,1,"no"
31,"blue-collar","divorced","secondary",6,821,1,"no"
30,"management","married","tertiary",562,137,4,"no"
53,"entrepreneur","married","secondary",-118,101,3,"no"
40,"blue-collar","married","primary",2805,173,6,"no"
26,"management","single","secondary",565,582,11,"no"
47,"blue-collar","married","secondary",0,676,1,"no"
51,"management","married","tertiary",1612,384,1,"no"
45,"unemployed","married","primary",180,62,2,"no"
35,"management","married","tertiary",0,295,3,"no"
36,"management","single","tertiary",876,241,2,"no"
57,"admin.","married","secondary",2137,132,7,"no"
42,"blue-collar","married","primary",260,175,2,"no"
32,"blue-collar","married","secondary",-53,648,1,"yes"
30,"management","married","tertiary",944,251,2,"yes"
36,"technician","married","secondary",2394,184,2,"no"
43,"technician","married","secondary",297,119,3,"no"
69,"retired","single","tertiary",2144,417,1,"yes"
31,"technician","single","tertiary",969,95,1,"no"
35,"technician","married","secondary",0,125,2,"no"
26,"entrepreneur","married","tertiary",37,207,1,"no"
46,"technician","married","secondary",410,162,5,"no"
30,"technician","married","secondary",1211,176,1,"no"
33,"management","single","tertiary",71,107,6,"no"
34,"management","married","tertiary",436,28,1,"no"
48,"blue-collar","married","primary",559,1231,2,"no"
31,"management","married","tertiary",1170,200,4,"no"
46,"management","divorced","tertiary",25,103,2,"no"
40,"services","married","secondary",1325,150,2,"no"
39,"entrepreneur","married","secondary",0,108,7,"no"
33,"technician","single","secondary",647,124,1,"no"
50,"blue-collar","married","primary",2142,309,2,"no"
84,"retired","divorced","primary",639,353,3,"yes"
40,"blue-collar","married","primary",177,742,4,"no"
55,"management","married","tertiary",236,200,1,"no"
40,"services","divorced","secondary",1959,177,1,"no"
46,"admin.","married","primary",96,151,2,"no"
43,"self-employed","single","tertiary",0,147,1,"no"
34,"blue-collar","married","secondary",250,193,6,"no"
35,"technician","single","secondary",126,112,2,"no"
57,"retired","married",NA,1621,108,1,"no"
25,"student","single","secondary",8,107,2,"yes"
32,"self-employed","married","tertiary",189,106,2,"no"
52,"retired","single","secondary",316,463,3,"no"
31,"self-employed","single","tertiary",-282,131,3,"no"
34,"management","married","tertiary",-308,140,2,"no"
42,"technician","divorced","secondary",248,163,4,"no"
47,"blue-collar","divorced","primary",126,2456,2,"yes"
50,"self-employed","divorced","tertiary",13,76,1,"yes"
30,"technician","married","secondary",-393,435,1,"yes"
33,"services","single","secondary",358,302,1,"no"
56,"technician","single","tertiary",917,306,1,"no"
34,"admin.","divorced","secondary",1268,259,3,"no"
33,"technician","married","secondary",-163,502,2,"no"
32,"management","single","tertiary",473,72,2,"no"
34,"management","married","tertiary",4831,265,1,"no"
37,"technician","married","secondary",1063,413,2,"no"
30,"management","married","secondary",0,756,3,"no"
29,"blue-collar","married","secondary",424,241,2,"no"
56,"unemployed","divorced","primary",802,258,2,"no"
31,"management","married","tertiary",430,137,16,"no"
59,"unknown","married",NA,3940,48,2,"no"
