"color","quality","alcohol","residual_sugar","density","pH"
"white",6,9.5,13.65,0.99784,3
"white",6,9.5,13.65,0.99784,3
"white",6,10.9,15.2,0.99665,3.17
"white",6,9.5,4.6,0.99422,3.08
"white",6,12.6,1.2,0.98999,3.32
"white",6,9.5,4.6,0.99422,3.08
"white",5,11.1,6.65,0.99254,3.18
"white",7,9.5,13.55,0.99782,3
"white",6,9.5,13.65,0.99784,3
"white",6,10.6,9.8,0.9952,3.13
"white",6,10.6,10.3,0.99519,3.12
"white",6,10.8,6.7,0.99384,3.15
"white",6,10.9,15.2,0.99665,3.17
"white",6,9.9,9.9,0.99596,3.34
"white",6,11.3,7.2,0.9935,3.08
"white",6,12.6,1.1,0.98862,3.22
"white",6,12.5,8.3,0.99151,2.96
"white",6,12.4,11.25,0.9922,3.02
"white",7,11.8,12.8,0.99426,3.31
"white",6,12.2,9.65,0.99168,3.18
"white",6,10.7,12.6,0.99556,3.19
"white",7,11.3,12.2,0.99356,3.17
"white",6,12.5,8.3,0.99151,2.96
"white",6,12.4,11.25,0.9922,3.02
"white",7,11.3,1.3,0.99072,3.05
"white",6,9.9,9.9,0.99596,3.34
"white",6,11.3,7.2,0.9935,3.08
"white",6,12.6,1.1,0.98862,3.22
"white",6,11.5,1.1,0.98954,3.14
"white",7,12.3,4.8,0.99076,2.98
"white",6,12.2,1.1,0.9889,2.97
"white",6,13.2,1.4,0.98794,3.08
"white",6,10.2,1.7,0.99207,3.13
"white",7,11.5,10.6,0.99355,3.05
"white",6,13.2,1.4,0.98794,3.08
"white",6,12.2,1.1,0.9889,2.97
"white",6,11,5.55,0.99336,3.47
"white",7,13.2,2.1,0.98882,2.98
"white",5,9.5,1.7,0.99341,3.32
"white",6,10.2,9,0.997,3.25
"white",6,10.2,1.7,0.99207,3.13
"white",6,11.4,1.8,0.99174,3
"white",8,12.5,4.7,0.99042,3.16
"white",5,9.2,11.3,0.9984,3.01
"white",7,12.1,3.6,0.99111,3.28
"white",7,10.7,6.9,0.9933,3.1
"white",7,12.1,3.6,0.99111,3.28
"white",6,11.2,4.9,0.99316,3.38
"white",6,10.6,6.95,0.9946,3.25
"white",6,11.8,1.9,0.99,3.06
"white",8,12.5,4.7,0.99042,3.16
"white",5,9.2,11.3,0.9984,3.01
"white",6,12.6,1.8,0.99016,2.95
"white",7,12.8,11.3,0.99381,3.13
"white",6,12.3,8.2,0.99144,3
"white",8,12.3,8.3,0.99139,2.99
"white",6,12.4,9.55,0.9919,2.98
"white",6,12.3,8.4,0.99192,2.93
"white",5,9.1,7.8,0.99576,3.2
"white",5,9.1,7.8,0.9958,3.2
"white",6,10.6,10.2,0.9951,3.1
"white",6,10.3,5.5,0.99304,3.19
"white",5,9.5,7.8,0.99657,3.39
"white",6,11.1,7.4,0.99268,3.25
"white",6,10.8,3.3,0.99392,3.12
"white",5,11.2,5,0.99242,2.94
"white",6,10.8,3.3,0.99392,3.12
"white",5,11.4,5,0.9925,2.87
"white",6,11.2,1.3,0.99092,3.21
"white",6,10.2,1.2,0.99137,3.19
"white",6,11.1,7.4,0.99268,3.25
"white",5,9.5,7.8,0.99657,3.39
"white",6,10.2,9.9,0.99642,3.12
"white",3,11,0.7,0.9916,3.37
"white",7,11.5,4.6,0.99458,3.15
"white",6,9.8,5.6,0.99373,3.05
"white",6,10.1,9.5,0.99586,3.11
"white",6,8.8,14.8,0.99942,2.95
"white",7,11.5,4.6,0.99458,3.15
"white",7,12.7,2.1,0.9895,3.39
"white",6,9.8,11.6,0.9963,3.1
"white",4,12.9,1.2,0.9892,3.16
"white",6,9.8,11.6,0.9963,3.1
"white",7,12.7,2.1,0.9895,3.39
"white",5,8.5,20.15,1.00196,3.01
"white",8,12.7,4.7,0.99036,3.24
"white",8,13.1,4.3,0.989,2.98
"white",5,9.1,14.5,0.99947,3.35
"white",6,12.5,4.9,0.9916,3.36
"white",6,9.1,14.55,0.99945,3.34
"white",6,9.1,14.55,0.99945,3.34
"white",6,11.2,10.05,0.99375,3.33
"white",6,12.5,4.9,0.9916,3.36
"white",5,9.1,14.5,0.99947,3.35
"white",6,9.1,14.55,0.99945,3.34
"white",6,9.1,15.25,0.99946,3.34
"white",5,11.5,3.15,0.99153,3.24
"white",7,12.9,1.3,0.98834,3.05
"white",6,12.5,5.2,0.99138,2.95
"white",6,12.3,1.1,0.98928,3.25
"white",6,11.4,7.1,0.99246,3.1
"white",5,9.4,8.8,0.99576,3.22
"white",5,9.1,18.5,0.99956,3.11
"white",5,9.4,8.8,0.99576,3.22
"white",5,12,1.4,0.99026,3.16
"white",5,11.1,1.2,0.99174,3.18
"white",7,11.8,5,0.99058,3.1
"white",6,11.4,1.6,0.9905,3.24
"white",5,9.1,18.75,0.99956,3.11
"white",8,12.1,6,0.99192,3.19
"white",6,10.4,9.4,0.99554,3.15
"white",6,9.2,9.7,0.99536,3.12
"white",7,13,4.75,0.99056,3.29
"white",8,12.1,6,0.99192,3.19
"white",7,11.5,5.35,0.99112,2.93
"white",7,11.5,5.35,0.99112,2.93
"white",5,10,6.8,0.99616,3.23
"white",6,11.1,6.9,0.99266,3.25
"white",5,12.4,1.4,0.98918,3.26
"white",6,12.2,0.9,0.98926,2.9
"white",5,10.6,1.2,0.99114,3.06
"white",7,11.1,1.3,0.9912,3.41
"white",7,13.9,2.6,0.98936,3.36
"white",6,9.2,12,0.9983,2.99
"white",6,10.5,9.85,0.99532,2.98
"white",8,11.3,3.85,0.99189,3.04
"white",6,12.9,2,0.99,3.24
"white",7,12.9,1.6,0.98914,3.26
"white",5,9.6,7.8,0.99537,3.12
"white",6,12.9,1.9,0.99,3.25
"white",6,12.9,2,0.99,3.24
"white",5,8.8,10.3,0.99742,3.04
"white",8,13.2,1.1,0.98884,3.23
"white",6,9.2,12,0.9983,2.99
"white",8,11.3,3.85,0.99189,3.04
"white",6,10.5,9.85,0.99532,2.98
"white",6,10.5,2,0.99284,3.3
"white",8,12.6,4,0.99026,3.2
"white",6,9.5,1.1,0.99297,3.05
"white",6,9.8,10.4,0.99711,3.31
"white",8,13.4,6.1,0.98934,3.04
"white",7,11.8,1.8,0.9913,3.05
"white",6,9.8,10.4,0.99711,3.31
"white",7,13.1,4.7,0.98964,3.22
"white",8,12.6,4,0.99026,3.2
"white",5,10.4,1.1,0.992,3.26
"white",8,13.4,6.4,0.98944,3.22
"white",7,13,8.15,0.99031,3.06
"white",8,13.4,6.1,0.98934,3.04
"white",7,10.2,4.8,0.99393,3.11
"white",6,11.7,1.2,0.9904,3.07
"white",6,9.5,1.1,0.99297,3.05
"white",6,11.7,1.4,0.99088,3.03
"white",8,11.4,7.4,0.99254,3.04
"white",7,11.8,1.8,0.9913,3.05
"white",6,11.2,1,0.99158,3.09
"white",7,13,15.5,0.99408,3.19
"white",7,13,15.5,0.99408,3.19
"white",6,10.9,8.4,0.99473,3.34
"white",7,11.6,2.4,0.98998,3.14
"white",7,11.3,3.95,0.99146,3.3
"white",6,12,19.95,0.99742,3.29
"white",6,10.5,2,0.99273,3.38
"white",7,13.1,3,0.98922,3.31
"white",7,13,15.5,0.99408,3.19
"white",6,10.9,8.4,0.99473,3.34
"white",5,9.1,14.3,0.99869,3.14
"white",7,13.4,4.2,0.9896,3.18
"white",7,11.5,1.4,0.99108,3.33
"white",7,11.2,3,0.99134,3.38
"white",6,10.9,4.9,0.99385,3.36
"white",7,13.5,2.4,0.98936,3.19
"white",5,9.1,14.3,0.99869,3.14
"white",6,9.9,10.7,0.99606,3.17
"white",6,10.5,11,0.99508,2.98
"white",7,11.7,1.4,0.99038,3.18
"white",6,11,1.2,0.99158,3.49
"white",6,13,12.9,0.9932,2.99
"white",6,13.6,10.8,0.99164,2.93
"white",7,12.3,1.3,0.98987,3.08
"white",7,13.3,2,0.98947,3.25
"white",7,13.7,1.8,0.98819,3.08
"white",5,11.1,1.2,0.99133,3.19
"white",7,13.4,7.5,0.99143,3.23
"white",5,9.1,9.7,0.99571,3.05
"white",7,11.3,3.8,0.99139,3.31
"white",5,9.4,7.2,0.99537,3.2
"white",5,9.1,9.7,0.99571,3.05
"white",6,11.6,6.3,0.99186,3.37
"white",6,11.6,6.3,0.99186,3.37
"white",6,12.4,0.8,0.98984,3.01
"white",6,9.8,8.6,0.9963,3.11
"white",4,11.1,6.3,0.99312,3.09
"white",7,13.1,3.1,0.9897,3.26
"white",5,9.7,7.2,0.9955,3.14
"white",5,9.2,7.1,0.99528,3.15
"white",6,11.7,6.4,0.99279,3.1
"white",6,10.6,14.7,0.99704,3.14
"white",5,9.7,7.2,0.9955,3.14
"white",5,9.2,7.1,0.99528,3.15
"white",6,10.9,1.9,0.9914,3.1
"white",5,10.1,1.2,0.99224,3.23
"white",7,12.2,4.8,0.99074,3.17
"white",6,12.7,1.2,0.98892,3.03
"white",6,13,3.4,0.98959,2.98
"white",6,11.2,4.3,0.99212,3.16
"white",6,9.4,8.5,0.99576,3.2
"white",6,11,1.8,0.9919,3.41
"white",6,11,1.8,0.9919,3.41
"white",6,9.2,19.5,1.00037,3.1
"white",6,9.4,8.5,0.99576,3.2
"white",6,9.2,19.9,1.00037,3.1
"white",6,12.3,8.3,0.992,3.22
"white",6,11,1.8,0.9919,3.41
"white",6,10,1.1,0.99218,3.04
"white",6,9,16.65,0.99855,3.24
"white",6,9,16.65,0.99855,3.24
"white",6,9,16.65,0.99855,3.24
"white",6,11.1,0.9,0.99062,2.92
"white",6,9.9,6.1,0.99362,3.06
"white",7,12.2,10.2,0.99324,3.66
"white",6,11.1,0.9,0.99062,2.92
"white",6,9,16.65,0.99855,3.24
"white",4,11.8,3.85,0.99098,3.01
"white",6,12.9,4.4,0.99036,3.11
"white",5,9,4.5,0.99398,2.86
"white",6,12.4,3.2,0.9903,3.01
"white",5,9,4.5,0.99398,2.86
"white",6,12.9,4.4,0.99036,3.11
"white",6,11.2,9.7,0.99406,2.99
"white",6,12.6,4.2,0.9906,3
"white",6,11.5,4.2,0.99089,3.12
"white",7,11.3,1.1,0.99096,3.07
"white",6,11.2,9.7,0.99406,2.99
"white",6,11.5,4.2,0.99089,3.12
"white",4,10.5,5.6,0.9936,3.32
"white",6,12.6,4.2,0.9906,3
"white",6,11.9,1.6,0.9911,3.15
"white",6,10.1,1.6,0.99396,3.18
"white",7,11,1.1,0.99089,3.15
"white",5,10.6,14.6,0.9968,3.14
"white",7,11.3,2.6,0.99138,3.04
"white",4,11.2,1.2,0.99098,3.1
"white",7,11.5,7.25,0.99238,2.94
"white",5,11.1,6.55,0.99244,2.92
"white",7,12.8,7,0.99176,3.14
"white",6,12.3,1.5,0.98993,3.3
"white",6,10.4,1.4,0.9929,3.26
"white",7,11.5,7.25,0.99238,2.94
"white",7,11.7,1,0.98988,3.16
"white",7,10.7,4.2,0.992,3.35
"white",6,9.5,17.5,0.99784,2.85
"white",6,9.5,17.5,0.99784,2.85
"white",6,9.5,17.5,0.99784,2.85
"white",7,12,1.5,0.99006,3.18
"white",5,10.8,1.3,0.99211,3.31
"white",7,10.7,3.9,0.99202,3.35
"white",7,10.7,4.2,0.992,3.35
"white",7,10.7,7.6,0.99332,3.12
"white",7,12.1,1,0.98958,3.12
"white",7,11.9,1.1,0.98939,3
"white",6,10.8,11.8,0.99492,3.18
"white",7,12.3,1.4,0.99043,3.59
"white",6,9.4,9.7,0.99787,3.3
"white",6,9.9,12.9,0.99654,3.2
"white",7,10.4,1.6,0.99304,3.35
"white",6,10.4,7.2,0.9952,3.35
"white",7,12.6,7.1,0.99165,3.15
"white",6,12.5,1.9,0.9892,2.93
"white",5,9.4,8.8,0.99628,3.04
"white",5,9.2,7.2,0.99604,3.11
"white",6,11.2,1.4,0.99164,3.27
"white",6,9.2,14.3,0.998,2.91
"white",6,9.2,14.3,0.998,2.91
"white",5,9.4,8.8,0.99628,3.04
"white",6,11.2,1.4,0.99164,3.27
"white",6,10.8,1.8,0.99226,3.27
"white",6,9.2,14.3,0.998,2.91
"white",5,9.2,7.2,0.99604,3.11
"white",6,12.5,1.2,0.98914,2.96
"white",5,9.3,11.8,0.99794,3
"white",5,11.4,0.9,0.99048,3.21
"white",7,10,12.6,0.99726,3.04
"white",6,10.6,26.05,1.00295,3.06
"white",7,10.7,4.7,0.99278,3.07
"white",7,10,12.6,0.99726,3.04
"white",6,12.5,1.2,0.98914,2.96
"white",6,10.6,26.05,1.00295,3.06
"white",7,12.8,6.1,0.99054,3.19
"white",5,9.3,11.8,0.99794,3
"white",5,11.4,0.9,0.99048,3.21
"white",5,9.5,5.6,0.99459,3.24
"white",6,9.5,5.3,0.99459,3.24
"white",6,9.5,5.7,0.9946,3.24
"white",6,10.8,8,0.99362,3.06
"white",6,10.8,8,0.99362,3.06
"white",6,8.8,17.6,0.99966,3.2
"white",6,10.8,8,0.99362,3.06
"white",7,11,8.8,0.99442,3.08
"white",6,12.4,1.5,0.98918,3.29
"white",7,11.3,1.4,0.99089,3.25
"white",7,11.2,4.8,0.99474,3.12
"white",7,12.5,2.4,0.99008,3.24
"white",6,10,3.7,0.99348,3.12
"white",6,11,4.9,0.99283,3.12
"white",6,10.5,5.7,0.99398,3.16
"white",6,10.5,5.7,0.99398,3.16
"white",6,11,4.9,0.99283,3.12
"white",7,11.4,2,0.9908,3.12
"white",6,11.3,5.1,0.99165,3.16
"white",7,12.2,4.5,0.99076,2.97
"white",7,12.6,3.2,0.98942,2.9
"white",5,11.1,6.65,0.99244,2.9
"white",6,12.3,1.6,0.99058,3.26
"white",4,10.4,4,0.99255,2.92
"white",6,8.8,17.75,0.99916,3.13
"white",6,9.5,1.4,0.99306,3.27
"white",6,8.8,17.75,0.99916,3.13
"white",6,10.4,7.2,0.99498,3.42
"white",7,13,5.7,0.99,3.11
"white",7,12.2,8.5,0.99338,3.16
"white",8,10.5,11.4,0.99456,3.03
"white",7,10.8,5.4,0.9926,3.33
"white",8,13.2,2.7,0.98856,3.2
"white",8,13,4.3,0.98946,3.16
"white",6,10,1.2,0.99346,3.5
"white",4,10.4,1.8,0.99268,3.42
"white",6,12.4,1.3,0.98944,3.16
"white",8,12.9,5.7,0.98976,3.27
"white",8,13.2,2.7,0.98856,3.2
"white",7,10.5,11.7,0.99523,3.02
"white",8,13,4.3,0.98946,3.16
"white",5,11.2,11,0.99402,3.07
"white",7,12.7,1.6,0.98916,3.41
"white",6,9.4,11.6,0.99655,3.14
"white",7,12.9,6.2,0.99071,3.03
"white",8,13,1.8,0.98889,2.96
"white",7,13.6,1.2,0.98742,3.31
"white",5,9.1,1,0.99336,3.32
"white",6,10.4,2.4,0.992,3.25
"white",7,13.6,1.2,0.98742,3.31
"white",6,12.2,8.2,0.99275,3.28
"white",5,8.7,18.8,1.00044,3.1
"white",7,10.5,9.6,0.99444,3.04
"white",6,10.2,12.9,0.99742,3.24
"white",8,12.5,9.2,0.99228,3.06
"white",7,11.3,1.2,0.99058,3.11
"white",6,10.2,12.9,0.99742,3.24
"white",7,12.6,8,0.99164,3.13
"white",6,10.2,12.9,0.99742,3.24
"white",5,9.8,1.6,0.99438,3.09
"white",5,10.8,12,0.99402,3.15
"white",6,12.5,2.5,0.99128,3.32
"white",8,12.5,9.2,0.99228,3.06
"white",7,11.5,4.4,0.991,3.3
"white",6,11.4,8.8,0.9931,2.98
"white",7,10.5,9.6,0.99444,3.04
"white",7,12.6,8,0.99164,3.13
"white",5,8.7,18.8,1.00044,3.1
"white",6,11,1.3,0.99112,3.17
"white",7,11.3,1.2,0.99058,3.11
"white",6,10.2,12.9,0.99742,3.24
"white",6,11.6,1.2,0.98961,3.06
"white",5,9.8,1.6,0.99438,3.09
"white",5,10.1,1.5,0.99344,3.1
"white",5,9.2,18.15,0.99904,3.06
"white",6,9.1,13.1,0.99884,3.05
"white",6,9.1,13.1,0.99884,3.05
"white",6,9.1,13.1,0.99884,3.05
"white",6,9.1,13.1,0.99884,3.05
"white",6,11.7,1,0.98949,2.96
"white",6,12.6,1.6,0.99014,3.23
"white",5,9,11.8,0.99786,2.86
"white",5,10.1,1.4,0.99206,3.12
"white",5,13.6,1,0.98722,3.3
"white",6,9.1,13.1,0.99884,3.05
"white",5,9.2,10.6,0.99666,3.09
"white",5,8.8,10.4,0.99754,3.12
"white",4,10,1.1,0.99272,2.83
"white",6,9.1,7.4,0.99712,3.47
"white",5,11.2,1.2,0.99104,3.04
"white",6,9.2,3.4,0.99373,3.11
"white",5,9.2,18.15,0.99904,3.06
"white",5,9.5,8,0.9956,3.18
"white",7,11.9,2.5,0.99095,3.35
"white",5,9.8,2,0.99382,3.11
"white",5,9.8,2,0.99382,3.11
"white",7,10.8,6.9,0.99299,3.36
"white",6,11.3,1.2,0.99048,3.37
"white",6,12.1,9.4,0.99254,3.17
"white",7,11.3,2.9,0.9902,3.38
"white",7,10.8,6.9,0.99299,3.36
"white",7,13.5,5.4,0.99012,3.36
"white",5,10.3,1.3,0.99293,3.28
"white",6,9,20.8,1.00022,3.11
"white",6,11.6,10.3,0.99382,3.08
"white",5,10.3,1.3,0.99293,3.28
"white",6,12.5,1.6,0.98954,3.21
"white",5,8.6,13.1,0.99936,3.39
"white",6,13.4,1.8,0.9884,3.19
"white",4,12.7,8,0.99144,3.22
"white",5,9.2,1.6,0.99324,2.97
"white",6,10.2,1.4,0.99174,3.32
"white",7,9,14.7,0.99792,2.96
"white",7,9,14.7,0.99792,2.96
"white",7,9,14.7,0.99792,2.96
"white",7,9,14.7,0.99792,2.96
"white",7,9,14.7,0.99792,2.96
"white",7,9,14.7,0.99792,2.96
"white",7,9,14.7,0.99792,2.96
"white",5,11.9,1.8,0.99043,3.02
"white",6,9,10.6,0.99654,2.89
"white",5,9,12.5,0.99758,3.3
"white",6,11,6.8,0.99374,3.43
"white",7,9,14.7,0.99792,2.96
"white",5,10,2.9,0.99243,3.28
"white",5,10.7,1.4,0.99216,3.29
"white",5,10.7,1.4,0.99215,3.29
"white",8,13.4,2.1,0.98953,3.39
"white",6,11,7.4,0.99278,2.99
"white",5,10,2.9,0.99243,3.28
"white",5,10.7,1.4,0.99216,3.29
"white",5,10.7,1.4,0.99215,3.29
"white",6,11,7.4,0.99278,2.99
"white",6,11,5,0.99186,2.99
"white",7,11.1,2.5,0.99072,3.16
"white",5,10.9,6.1,0.99244,2.79
"white",5,11.5,2.7,0.99084,3.03
"white",8,13.4,2.1,0.98953,3.39
"white",5,9.4,12.9,0.99754,3.08
"white",5,9.4,12.9,0.99754,3.08
"white",5,9.4,12.9,0.99754,3.08
"white",6,10.6,13.7,0.99567,3.17
"white",5,9.4,12.9,0.99754,3.08
"white",4,12,2.4,0.99094,3.03
"white",6,10.2,9.8,0.99532,3.14
"white",6,10.6,13.7,0.99567,3.17
"white",5,13.5,1.3,0.9874,3.26
"white",5,9.7,12.1,0.99794,3.31
"white",6,12.2,6.1,0.99122,3.24
"white",5,12.3,7.7,0.99226,3.11
"white",6,12.2,6.1,0.99122,3.24
"white",7,11.4,1.4,0.99099,3.42
"white",7,12.7,7.7,0.99134,3.2
"white",5,9.7,12.1,0.99794,3.31
"white",6,10.8,6.8,0.99338,3.13
"white",6,11,9.2,0.9938,3.08
"white",5,9.5,8.3,0.9955,3.18
"white",6,10.1,17.4,0.99776,3.2
"white",7,13.2,2.7,0.98964,3.46
"white",5,8.8,12.8,0.99808,3.02
"white",5,9.5,8.2,0.99551,3.18
"white",5,9.5,8.1,0.99548,3.18
"white",6,9.5,8.2,0.99541,3.16
"white",5,9.5,8.3,0.9955,3.18
"white",5,9.5,8,0.99536,3.18
"white",6,10.4,11.8,0.99524,3.03
"white",6,9.9,12,0.9961,3.14
"white",5,10,1.7,0.99224,3.22
"white",6,10.1,17.4,0.99776,3.2
"white",6,9.4,13.9,0.99702,3.17
"white",5,9.3,10.7,0.99657,3.03
"white",5,10.9,2,0.99176,3.05
"white",5,11.4,2.2,0.99166,3.2
"white",5,10.3,1.3,0.99242,2.99
"white",6,11,1.1,0.99109,3.02
"white",5,10.9,2,0.99176,3.05
"white",6,10.8,6.4,0.99278,2.99
"white",5,10.3,1.3,0.99242,2.99
"white",6,11,1.1,0.99109,3.02
"white",5,9.3,10.7,0.99657,3.03
"white",5,10.2,6.4,0.99358,2.96
"white",6,10.2,6.3,0.99358,2.96
"white",6,10.8,6.4,0.99278,2.99
"white",3,10.5,15.1,0.99705,3.24
"white",5,11.1,2,0.9912,3.13
"white",5,10.9,2,0.99176,3.05
"white",5,11.4,2.2,0.99166,3.2
"white",5,10.3,12.1,0.99677,3.22
"white",7,12.9,8.8,0.99172,3.28
"white",5,9.9,8.8,0.9953,3.12
"white",6,11.3,5.1,0.99186,3.24
"white",6,11.5,6.8,0.99188,3.38
"white",6,11.5,6.8,0.99188,3.38
"white",5,10.7,3.7,0.99158,3
"white",6,10.4,12.2,0.99522,3.03
"white",6,12.5,5.7,0.99176,3.17
"white",5,9.5,8.1,0.99558,3.19
"white",7,11.3,2.5,0.9911,3.05
"white",6,13,4,0.99016,3.26
"white",6,11.5,6.8,0.99188,3.38
"white",5,11.5,1,0.98956,3.22
"white",6,11.3,5.1,0.99186,3.24
"white",7,13.2,5.8,0.99062,3.15
"white",7,11.5,10.6,0.99274,3.46
"white",5,9.6,3.5,0.993,2.83
"white",5,9.6,3.5,0.993,2.83
"white",6,9.7,16.4,0.9978,3.15
"white",5,9.2,4.8,0.9946,3.14
"white",5,8.4,3.3,0.99429,3.16
"white",6,12.4,1.2,0.99002,3
"white",6,12.4,1.2,0.99002,3
"white",5,9.2,4.8,0.9946,3.14
"white",5,8.4,3.3,0.99429,3.16
"white",6,11.7,2.5,0.9909,3.14
"white",6,11,8.7,0.99294,2.96
"white",6,11.9,1.6,0.99044,2.97
"white",7,13.2,4,0.98958,3.2
"white",6,11.7,2.5,0.9909,3.14
"white",5,9.1,16.2,0.9986,3.26
"white",6,12.6,9,0.99262,3.34
"white",5,9.1,16.2,0.9986,3.26
"white",6,10.5,1.4,0.99212,3.17
"white",5,10.6,7,0.99628,3.23
"white",6,12.6,9,0.99262,3.34
"white",7,13.7,3.1,0.98913,3.41
"white",6,12,1.5,0.99021,3.36
"white",7,12.5,4.6,0.99198,3.4
"white",6,12.1,4.8,0.99226,3.55
"white",6,11.3,4.6,0.99159,3.21
"white",6,12,1.5,0.99021,3.36
"white",6,10.3,2.7,0.99224,3.46
"white",6,12.7,6.3,0.99068,3.27
"white",5,9.2,7.2,0.99587,3.12
"white",5,9.2,7.2,0.99587,3.12
"white",6,9.5,12.4,0.99728,3.1
"white",6,10.1,6.6,0.99364,3.16
"white",6,10.1,6.6,0.99364,3.16
"white",7,13,4,0.99018,3.25
"white",6,13.1,4.8,0.98968,3.24
"white",6,11,1.3,0.99178,3.1
"white",5,9.2,7.2,0.99587,3.12
"white",6,9.4,11.1,0.9961,3.08
"white",6,9.5,12.4,0.99728,3.1
"white",6,10.2,9.8,0.99534,3.16
"white",6,10.1,6.6,0.99364,3.16
"white",4,8.6,13.3,0.99864,3.06
"white",5,9,11.7,0.99776,2.91
"white",5,25,8,0.99545,3.13
"white",7,9.9,1.6,0.99299,3.29
"white",5,10.5,16.55,0.99665,3.2
"white",5,11.4,1.5,0.99069,3.15
"white",5,9.4,10.2,0.99692,3.18
"white",4,11.1,6.6,0.99324,3.12
"white",6,8.9,17.8,0.99896,3.1
"white",6,8.9,17.8,0.99896,3.1
"white",5,10.8,1.5,0.99226,3.15
"white",6,12.2,7.4,0.99226,3.06
"white",6,8.9,17.8,0.99896,3.1
"white",6,12.5,2,0.99076,3.13
"white",6,12.2,7.4,0.99226,3.06
"white",6,12.5,2,0.99076,3.13
"white",6,8.9,17.8,0.99896,3.1
"white",6,10.8,12.1,0.9951,3.16
"white",6,11.4,8.2,0.99234,2.99
"white",5,10.8,1.5,0.99226,3.15
"white",5,10.6,8.7,0.99368,3.18
"white",5,NA,3.5,0.9937,3.01
"white",6,12.2,6.4,0.99151,3.24
"white",6,12.3,2.1,0.99021,3.26
"white",6,10.4,7.7,0.99479,3.23
"white",6,10.4,12.3,0.9954,2.99
"white",7,11,1.3,0.99176,3.07
"white",5,10.6,8.7,0.99368,3.18
"white",5,9.2,3.5,0.9937,3.01
"white",4,13.5,1.1,0.99246,3.32
"white",6,11.4,2.8,0.9908,2.95
"white",6,11.5,3.5,0.98994,3.1
"white",7,14,1.9,0.98746,3.21
"white",7,12.5,3.8,0.99028,3.25
"white",7,12.5,3.8,0.99028,3.25
"white",7,12.8,2.4,0.98867,3.09
"white",7,11.2,4.8,0.99174,3.23
"white",7,11.2,4.8,0.99174,3.23
"white",6,13.6,6.2,0.99021,3.17
"white",6,9.2,1.3,0.99304,2.93
"white",7,12.5,3.8,0.99028,3.25
"white",6,11.1,1.5,0.99154,3.17
"white",7,11.2,4.8,0.99174,3.23
"white",7,14,1.9,0.98746,3.21
"white",6,13.6,6.2,0.99021,3.17
"white",5,9.4,7.9,0.9956,3.18
"white",7,14.2,1.6,0.98779,3.12
"white",6,13.2,1.4,0.98836,3
"white",6,11.2,2.6,0.99138,3.04
"white",5,10.2,14.8,0.99751,3.14
"white",7,12.8,2.4,0.98867,3.09
"white",5,10.1,0.9,0.99249,2.95
"white",5,10.1,0.9,0.99249,2.95
"white",5,10.3,1.2,0.99239,2.83
"white",6,9.9,9.9,0.99512,3.19
"white",5,11.5,3.9,0.99098,3.15
"white",5,9,15.6,0.99872,3.18
"white",5,9,15.6,0.99872,3.18
"white",6,12.1,1.5,0.98894,3.03
"white",6,13.3,1.6,0.988245,3.14
"white",8,11.5,7.8,0.99326,3.22
"white",4,11,5.6,0.99328,2.96
"white",6,10.7,1.3,0.99222,3.28
"white",5,9.4,16.7,0.99898,3.08
"white",6,10.3,7.95,0.99486,3.44
"white",5,9.3,6.7,0.99528,3.17
"white",6,12,1.1,0.99062,2.88
"white",6,11,6.3,0.99282,3.21
"white",5,9.3,8.9,0.996,3.16
"white",5,10.1,1,0.99138,3.24
"white",6,11.1,1.5,0.99166,3.18
"white",6,9.9,6.6,0.99408,2.99
"white",6,11,6.2,0.99281,3.22
"white",6,11,6.3,0.99282,3.21
"white",6,12.5,2.1,0.98964,3.32
"white",7,12.7,2.2,0.98952,3.31
"white",5,9.3,5.4,0.99469,3.32
"white",5,9.3,8.9,0.996,3.16
"white",5,10.1,1,0.99138,3.24
"white",5,8.8,17.9,0.9991,3.14
"white",6,11.2,2.6,0.99047,2.88
"white",7,10.8,1.3,0.99178,3.13
"white",5,8.8,17.9,0.9991,3.14
"white",6,11.2,2.6,0.99047,2.88
"white",5,10.3,2.3,0.99207,3.24
"white",5,12,4.3,0.99152,3.11
"white",6,9.5,7.1,0.99438,3.26
"white",6,9.5,7.1,0.99438,3.26
"white",6,9.8,11.9,0.99622,3.14
"white",5,9,11.7,0.99773,2.91
"white",7,13,5.8,0.99088,3.17
"white",7,11.8,3.8,0.99108,3.39
"white",5,8.8,12.4,0.99803,2.97
"white",4,11.2,6.5,0.99304,3.1
"white",6,9.5,7.1,0.99438,3.26
"white",4,9.4,7.6,0.99548,3.16
"white",6,9.5,7.9,0.99551,3.16
"white",6,10.4,2.8,0.99152,3.03
"white",7,9.8,10.6,0.99572,3.08
"white",6,10.4,2.8,0.99152,3.03
"white",6,10.3,1.5,0.99244,3.06
"white",4,9.4,7.6,0.99548,3.16
"white",6,9.5,7.9,0.99551,3.16
"white",7,11.9,1.7,0.9903,3.19
"white",7,12.8,7.6,0.99162,3.15
"white",6,13,7.5,0.99116,3.09
"white",7,10.4,1.7,0.9922,3.26
"white",6,10.4,1.7,0.99223,3.25
"white",5,10.7,12.1,0.99481,3.21
"white",7,10.7,4.5,0.9928,3.05
"white",7,11.9,1.7,0.9903,3.19
"white",6,10.4,8,0.99429,3.19
"white",7,12.8,7.6,0.99162,3.15
"white",6,9.9,8.6,0.99454,3.2
