"limit_bal","sex","education","age","bill_amt","pay_amt"
390000,"male","graduate_school",34,13006,524
200000,"female","graduate_school",27,157607,7194
380000,"male","university",30,47765,3000
360000,"female","university",39,0,791
20000,"male","university",24,16276,1000
50000,"female","university",25,24408,1300
360000,"female","university",31,990,990
180000,"male","university",26,175539,3826
80000,"female","high_school",28,63900,3000
40000,"female","graduate_school",24,28140,5000
100000,"female","university",47,6666,6666
260000,"female","graduate_school",49,0,0
50000,"female","high_school",40,29311,10000
90000,"female","university",55,82901,1544
130000,"female","university",28,107216,4000
200000,"female","graduate_school",28,40559,5000
70000,"male","university",39,33521,3350
340000,"female","graduate_school",36,183898,60075
80000,"female","university",24,2530,3055
340000,"female","university",29,135538,4093
50000,"female","high_school",27,29321,1503
300000,"female","university",39,1028,0
140000,"male","graduate_school",40,136785,5051
360000,"female","university",30,20992,20000
360000,"male","university",32,942,3678
210000,"female","graduate_school",44,14993,1938
610000,"female","graduate_school",35,389335,14117
100000,"male","graduate_school",32,83831,4000
170000,"male","graduate_school",32,2097,0
230000,"female","graduate_school",29,33147,1672
10000,"male","university",33,8177,2500
50000,"male","university",37,0,780
420000,"female","university",36,3663,4338
280000,"female","graduate_school",30,29989,168
20000,"male","high_school",23,17030,1315
50000,"female","university",48,10929,2526
110000,"female","graduate_school",23,78793,3400
110000,"male","university",35,112820,4800
160000,"female","graduate_school",29,1116,2599
130000,"female","high_school",43,32667,2000
20000,"male","high_school",56,9453,1000
60000,"female","university",29,1033,2081
100000,"male","university",42,58392,5500
210000,"male","university",24,40985,1987
360000,"male","university",49,3295,0
30000,"female","university",21,0,780
200000,"male","graduate_school",42,163340,8000
120000,"female","university",34,88210,3300
200000,"female","other",32,64059,3372
360000,"male","university",39,23690,60284
100000,"female","university",46,0,766
50000,"female","university",29,82843,4000
200000,"female","graduate_school",46,9367,0
30000,"female","high_school",41,0,0
100000,"female","university",38,0,199
340000,"female","university",29,36533,3000
20000,"female","high_school",31,15043,0
60000,"female","high_school",42,26536,5000
170000,"male","graduate_school",29,175349,5800
60000,"female","graduate_school",26,0,23040
220000,"male","university",32,1565,3082
150000,"female","university",24,-122,16924
450000,"female","graduate_school",35,0,0
180000,"male","graduate_school",41,16366,18339
20000,"female","high_school",42,10665,637
30000,"female","university",26,12479,1233
90000,"female","graduate_school",32,7563,0
120000,"male","university",38,500,0
160000,"male","university",41,2524,0
470000,"female","graduate_school",37,12572,5305
200000,"female","other",25,3302,0
500000,"female","high_school",40,38322,1284
50000,"female","university",33,23250,0
340000,"male","graduate_school",26,241720,8000
360000,"female","university",35,360996,16500
140000,"female","high_school",28,25184,5000
180000,"male","university",26,129728,6006
20000,"male","university",30,1261,2835
100000,"male","other",53,184438,3800
270000,"female","university",36,73953,5168
300000,"female","university",34,37505,57210
230000,"male","university",28,-73,0
150000,"male","other",27,133374,10000
30000,"female","university",37,25037,2000
